USER,OPERATOR,OSVERSION,PROMOTIONID,SCREEN,TIME,PROTOCOL,PACKAGE,DIRECTION,LENGTH,SRC,DST,SRPPORT,DSTPORT,SYN,ACK,FIN
USER,OPERATOR,OSVERSION,PROMOTIONID,SCREEN,TIME,PROTOCOL,PACKAGE,DIRECTION,LENGTH,SRC,DST,SRPPORT,DSTPORT,SYN,ACK,FIN
USER,OPERATOR,OSVERSION,PROMOTIONID,SCREEN,TIME,PROTOCOL,PACKAGE,DIRECTION,LENGTH,SRC,DST,SRPPORT,DSTPORT,SYN,ACK,FIN
USER,OPERATOR,OSVERSION,PROMOTIONID,SCREEN,TIME,PROTOCOL,PACKAGE,DIRECTION,LENGTH,SRC,DST,SRPPORT,DSTPORT,SYN,ACK,FIN
andrius,omnitel,cm10.1,8,1,1367005083262,TCP,com.facebook.katana,1,52,69.171.245.80,10.139.202.228,5228,55307,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083465,TCP,com.facebook.katana,-1,234,10.139.202.228,77.67.27.8,36597,443,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083465,TCP,com.facebook.katana,-1,401,10.139.202.228,213.155.152.163,53661,443,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083465,TCP,com.facebook.katana,1,95,77.67.27.8,10.139.202.228,443,36597,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083466,TCP,com.facebook.katana,-1,52,10.139.202.228,77.67.27.8,36597,443,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083466,TCP,com.facebook.katana,-1,393,10.139.202.228,77.67.27.8,36597,443,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083466,TCP,com.facebook.katana,1,52,213.155.152.163,10.139.202.228,443,53661,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083466,TCP,com.facebook.katana,1,1360,80.239.149.80,10.139.202.228,443,57354,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083466,TCP,com.facebook.katana,-1,52,10.139.202.228,80.239.149.80,57354,443,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083466,TCP,com.facebook.katana,1,1360,80.239.149.80,10.139.202.228,443,57354,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083466,TCP,com.facebook.katana,-1,52,10.139.202.228,80.239.149.80,57354,443,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083466,TCP,com.facebook.katana,1,1360,80.239.149.80,10.139.202.228,443,57354,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083466,TCP,com.facebook.katana,-1,52,10.139.202.228,80.239.149.80,57354,443,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083475,TCP,com.facebook.katana,1,1360,80.239.149.80,10.139.202.228,443,57354,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083475,TCP,com.facebook.katana,-1,52,10.139.202.228,80.239.149.80,57354,443,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083475,TCP,com.facebook.katana,1,1360,80.239.149.80,10.139.202.228,443,57354,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083475,TCP,com.facebook.katana,-1,52,10.139.202.228,80.239.149.80,57354,443,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083485,TCP,com.facebook.katana,1,1360,80.239.149.80,10.139.202.228,443,57354,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083485,TCP,com.facebook.katana,-1,52,10.139.202.228,80.239.149.80,57354,443,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083485,TCP,com.facebook.katana,1,1360,80.239.149.80,10.139.202.228,443,57354,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083485,TCP,com.facebook.katana,-1,52,10.139.202.228,80.239.149.80,57354,443,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083495,TCP,com.facebook.katana,1,1360,80.239.149.80,10.139.202.228,443,57354,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083495,TCP,com.facebook.katana,-1,52,10.139.202.228,80.239.149.80,57354,443,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083495,TCP,com.facebook.katana,1,1360,80.239.149.80,10.139.202.228,443,57354,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083495,TCP,com.facebook.katana,-1,52,10.139.202.228,80.239.149.80,57354,443,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083544,TCP,com.facebook.katana,1,1360,80.239.149.80,10.139.202.228,443,57354,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083544,TCP,com.facebook.katana,-1,52,10.139.202.228,80.239.149.80,57354,443,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083544,TCP,com.facebook.katana,1,1360,80.239.149.80,10.139.202.228,443,57354,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083544,TCP,com.facebook.katana,-1,52,10.139.202.228,80.239.149.80,57354,443,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083544,TCP,com.facebook.katana,1,512,80.239.149.80,10.139.202.228,443,57354,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083545,TCP,com.facebook.katana,-1,52,10.139.202.228,80.239.149.80,57354,443,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083746,TCP,com.facebook.katana,1,52,77.67.27.8,10.139.202.228,443,36597,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083746,TCP,com.facebook.katana,1,1360,213.155.152.163,10.139.202.228,443,53661,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083746,TCP,com.facebook.katana,1,167,213.155.152.163,10.139.202.228,443,53661,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083746,TCP,com.facebook.katana,-1,52,10.139.202.228,213.155.152.163,53661,443,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083747,TCP,com.facebook.katana,1,665,213.155.152.163,10.139.202.228,443,53661,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083747,TCP,com.facebook.katana,-1,52,10.139.202.228,213.155.152.163,53661,443,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083755,TCP,com.facebook.katana,1,1360,77.67.27.8,10.139.202.228,443,36597,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083755,TCP,com.facebook.katana,1,1360,77.67.27.8,10.139.202.228,443,36597,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083756,TCP,com.facebook.katana,-1,52,10.139.202.228,77.67.27.8,36597,443,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083756,TCP,com.facebook.katana,1,1360,77.67.27.8,10.139.202.228,443,36597,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083756,TCP,com.facebook.katana,1,1360,77.67.27.8,10.139.202.228,443,36597,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083756,TCP,com.facebook.katana,-1,52,10.139.202.228,77.67.27.8,36597,443,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083766,TCP,com.facebook.katana,1,1360,77.67.27.8,10.139.202.228,443,36597,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083766,TCP,com.facebook.katana,1,1360,77.67.27.8,10.139.202.228,443,36597,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083766,TCP,com.facebook.katana,-1,52,10.139.202.228,77.67.27.8,36597,443,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083775,TCP,com.facebook.katana,1,1360,77.67.27.8,10.139.202.228,443,36597,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083775,TCP,com.facebook.katana,1,1360,77.67.27.8,10.139.202.228,443,36597,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083775,TCP,com.facebook.katana,-1,52,10.139.202.228,77.67.27.8,36597,443,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083856,TCP,com.facebook.katana,1,1360,77.67.27.8,10.139.202.228,443,36597,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083856,TCP,com.facebook.katana,1,1360,77.67.27.8,10.139.202.228,443,36597,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083856,TCP,com.facebook.katana,-1,52,10.139.202.228,77.67.27.8,36597,443,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083856,TCP,com.facebook.katana,1,1360,77.67.27.8,10.139.202.228,443,36597,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083857,TCP,com.facebook.katana,1,1360,77.67.27.8,10.139.202.228,443,36597,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083857,TCP,com.facebook.katana,-1,52,10.139.202.228,77.67.27.8,36597,443,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083865,TCP,com.facebook.katana,1,1360,77.67.27.8,10.139.202.228,443,36597,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083865,TCP,com.facebook.katana,1,1360,77.67.27.8,10.139.202.228,443,36597,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083866,TCP,com.facebook.katana,-1,52,10.139.202.228,77.67.27.8,36597,443,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083875,TCP,com.facebook.katana,1,1360,77.67.27.8,10.139.202.228,443,36597,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083875,TCP,com.facebook.katana,1,1360,77.67.27.8,10.139.202.228,443,36597,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083876,TCP,com.facebook.katana,-1,52,10.139.202.228,77.67.27.8,36597,443,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083885,TCP,com.facebook.katana,1,1360,77.67.27.8,10.139.202.228,443,36597,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083886,TCP,com.facebook.katana,1,1360,77.67.27.8,10.139.202.228,443,36597,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083886,TCP,com.facebook.katana,-1,52,10.139.202.228,77.67.27.8,36597,443,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083895,TCP,com.facebook.katana,1,1360,77.67.27.8,10.139.202.228,443,36597,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083895,TCP,com.facebook.katana,1,1360,77.67.27.8,10.139.202.228,443,36597,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083966,TCP,com.facebook.katana,1,1360,77.67.27.8,10.139.202.228,443,36597,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083966,TCP,com.facebook.katana,-1,52,10.139.202.228,77.67.27.8,36597,443,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083966,TCP,com.facebook.katana,1,1360,77.67.27.8,10.139.202.228,443,36597,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083966,TCP,com.facebook.katana,-1,52,10.139.202.228,77.67.27.8,36597,443,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083967,TCP,com.facebook.katana,1,1360,77.67.27.8,10.139.202.228,443,36597,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083967,TCP,com.facebook.katana,1,1360,77.67.27.8,10.139.202.228,443,36597,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083975,TCP,com.facebook.katana,1,1360,77.67.27.8,10.139.202.228,443,36597,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083975,TCP,com.facebook.katana,-1,52,10.139.202.228,77.67.27.8,36597,443,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083976,TCP,com.facebook.katana,1,1360,77.67.27.8,10.139.202.228,443,36597,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083985,TCP,com.facebook.katana,1,1360,77.67.27.8,10.139.202.228,443,36597,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083985,TCP,com.facebook.katana,-1,52,10.139.202.228,77.67.27.8,36597,443,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083985,TCP,com.facebook.katana,1,1360,77.67.27.8,10.139.202.228,443,36597,0,1,0
andrius,omnitel,cm10.1,8,1,1367005084875,TCP,com.facebook.katana,1,1360,77.67.27.8,10.139.202.228,443,36597,0,1,0
andrius,omnitel,cm10.1,8,1,1367005084941,TCP,com.facebook.katana,1,1360,77.67.27.8,10.139.202.228,443,36597,0,1,0
andrius,omnitel,cm10.1,8,1,1367005084990,TCP,com.facebook.katana,-1,52,10.139.202.228,77.67.27.8,36597,443,0,1,0
andrius,omnitel,cm10.1,8,1,1367005085498,TCP,com.facebook.katana,1,1360,77.67.27.8,10.139.202.228,443,36597,0,1,0
andrius,omnitel,cm10.1,8,1,1367005085543,TCP,com.facebook.katana,-1,52,10.139.202.228,77.67.27.8,36597,443,0,1,0
andrius,omnitel,cm10.1,8,1,1367005085577,TCP,com.facebook.katana,1,1123,77.67.27.8,10.139.202.228,443,36597,0,1,0
andrius,omnitel,cm10.1,8,1,1367005085610,TCP,com.facebook.katana,-1,52,10.139.202.228,77.67.27.8,36597,443,0,1,0
andrius,omnitel,cm10.1,10,0,1367005095559,TCP,com.facebook.katana,-1,75,10.139.202.228,77.67.27.8,36597,443,0,1,0
andrius,omnitel,cm10.1,10,0,1367005095561,TCP,com.facebook.katana,-1,52,10.139.202.228,77.67.27.8,36597,443,0,1,1
andrius,omnitel,cm10.1,10,0,1367005095564,TCP,com.facebook.katana,-1,79,10.139.202.228,31.13.64.32,52063,443,0,1,0
andrius,omnitel,cm10.1,10,0,1367005095566,TCP,com.facebook.katana,-1,52,10.139.202.228,31.13.64.32,52063,443,0,1,1
andrius,omnitel,cm10.1,10,0,1367005095569,TCP,com.facebook.katana,-1,52,10.139.202.228,173.194.69.138,51078,80,0,1,1
andrius,omnitel,cm10.1,10,0,1367005095571,TCP,com.facebook.katana,-1,79,10.139.202.228,31.13.64.32,60873,443,0,1,0
andrius,omnitel,cm10.1,10,0,1367005095573,TCP,com.facebook.katana,-1,52,10.139.202.228,31.13.64.32,60873,443,0,1,1
andrius,omnitel,cm10.1,10,0,1367005095575,TCP,com.facebook.katana,-1,79,10.139.202.228,31.13.64.32,37036,443,0,1,0
andrius,omnitel,cm10.1,10,0,1367005095577,TCP,com.facebook.katana,-1,52,10.139.202.228,31.13.64.32,37036,443,0,1,1
andrius,omnitel,cm10.1,10,0,1367005095579,TCP,com.facebook.katana,-1,79,10.139.202.228,31.13.64.32,43225,443,0,1,0
andrius,omnitel,cm10.1,10,0,1367005095581,TCP,com.facebook.katana,-1,52,10.139.202.228,31.13.64.32,43225,443,0,1,1
andrius,omnitel,cm10.1,10,0,1367005095583,TCP,com.facebook.katana,-1,75,10.139.202.228,80.239.149.80,57354,443,0,1,0
andrius,omnitel,cm10.1,10,0,1367005095585,TCP,com.facebook.katana,-1,52,10.139.202.228,80.239.149.80,57354,443,0,1,1
andrius,omnitel,cm10.1,10,0,1367005095587,TCP,com.facebook.katana,-1,75,10.139.202.228,213.155.152.163,53661,443,0,1,0
andrius,omnitel,cm10.1,10,0,1367005095589,TCP,com.facebook.katana,-1,52,10.139.202.228,213.155.152.163,53661,443,0,1,1
andrius,omnitel,cm10.1,10,0,1367005095591,TCP,com.facebook.katana,-1,52,10.139.202.228,173.194.69.138,51078,80,0,1,1
andrius,omnitel,cm10.1,10,0,1367005095593,TCP,com.facebook.katana,-1,75,10.139.202.228,80.239.149.80,57354,443,0,1,1
andrius,omnitel,cm10.1,10,0,1367005095595,TCP,com.facebook.katana,-1,75,10.139.202.228,77.67.27.8,36597,443,0,1,1
andrius,omnitel,cm10.1,10,0,1367005095597,TCP,com.facebook.katana,-1,75,10.139.202.228,213.155.152.163,53661,443,0,1,1
andrius,omnitel,cm10.1,10,0,1367005095599,TCP,com.facebook.katana,-1,52,10.139.202.228,173.194.69.138,51078,80,0,1,1
andrius,omnitel,cm10.1,10,0,1367005095879,TCP,com.facebook.katana,1,52,77.67.27.8,10.139.202.228,443,36597,0,1,0
andrius,omnitel,cm10.1,10,0,1367005095882,TCP,com.facebook.katana,1,75,77.67.27.8,10.139.202.228,443,36597,0,1,0
andrius,omnitel,cm10.1,10,0,1367005095884,TCP,com.facebook.katana,-1,40,10.139.202.228,77.67.27.8,36597,443,0,0,0
andrius,omnitel,cm10.1,10,0,1367005095886,TCP,com.facebook.katana,1,52,77.67.27.8,10.139.202.228,443,36597,0,1,1
andrius,omnitel,cm10.1,10,0,1367005095889,TCP,com.facebook.katana,-1,40,10.139.202.228,77.67.27.8,36597,443,0,0,0
andrius,omnitel,cm10.1,10,0,1367005095890,TCP,com.facebook.katana,1,52,77.67.27.8,10.139.202.228,443,36597,0,1,0
andrius,omnitel,cm10.1,10,0,1367005095892,TCP,com.facebook.katana,-1,40,10.139.202.228,77.67.27.8,36597,443,0,0,0
andrius,omnitel,cm10.1,10,0,1367005095894,TCP,com.facebook.katana,1,75,77.67.27.8,10.139.202.228,443,36597,0,1,0
andrius,omnitel,cm10.1,10,0,1367005095896,TCP,com.facebook.katana,-1,40,10.139.202.228,77.67.27.8,36597,443,0,0,0
andrius,omnitel,cm10.1,10,0,1367005095898,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,52063,0,1,0
andrius,omnitel,cm10.1,10,0,1367005095899,TCP,com.facebook.katana,1,79,31.13.64.32,10.139.202.228,443,52063,0,1,0
andrius,omnitel,cm10.1,10,0,1367005095901,TCP,com.facebook.katana,-1,40,10.139.202.228,31.13.64.32,52063,443,0,0,0
andrius,omnitel,cm10.1,10,0,1367005095903,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,52063,0,1,1
andrius,omnitel,cm10.1,10,0,1367005095920,TCP,com.facebook.katana,-1,40,10.139.202.228,31.13.64.32,52063,443,0,0,0
andrius,omnitel,cm10.1,10,0,1367005095922,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,52063,0,1,0
andrius,omnitel,cm10.1,10,0,1367005095924,TCP,com.facebook.katana,-1,40,10.139.202.228,31.13.64.32,52063,443,0,0,0
andrius,omnitel,cm10.1,10,0,1367005095926,TCP,com.facebook.katana,1,52,173.194.69.138,10.139.202.228,80,51078,0,1,1
andrius,omnitel,cm10.1,10,0,1367005095928,TCP,com.facebook.katana,-1,52,10.139.202.228,173.194.69.138,51078,80,0,1,0
andrius,omnitel,cm10.1,10,0,1367005095930,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,60873,0,1,0
andrius,omnitel,cm10.1,10,0,1367005095932,TCP,com.facebook.katana,1,79,31.13.64.32,10.139.202.228,443,60873,0,1,0
andrius,omnitel,cm10.1,10,0,1367005095934,TCP,com.facebook.katana,-1,40,10.139.202.228,31.13.64.32,60873,443,0,0,0
andrius,omnitel,cm10.1,10,0,1367005095936,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,60873,0,1,1
andrius,omnitel,cm10.1,10,0,1367005095938,TCP,com.facebook.katana,-1,40,10.139.202.228,31.13.64.32,60873,443,0,0,0
andrius,omnitel,cm10.1,10,0,1367005095939,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,60873,0,1,0
andrius,omnitel,cm10.1,10,0,1367005095941,TCP,com.facebook.katana,-1,40,10.139.202.228,31.13.64.32,60873,443,0,0,0
andrius,omnitel,cm10.1,10,0,1367005095943,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,37036,0,1,0
andrius,omnitel,cm10.1,10,0,1367005095945,TCP,com.facebook.katana,1,79,31.13.64.32,10.139.202.228,443,37036,0,1,0
andrius,omnitel,cm10.1,10,0,1367005095947,TCP,com.facebook.katana,-1,40,10.139.202.228,31.13.64.32,37036,443,0,0,0
andrius,omnitel,cm10.1,10,0,1367005095948,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,37036,0,1,1
andrius,omnitel,cm10.1,10,0,1367005095950,TCP,com.facebook.katana,-1,40,10.139.202.228,31.13.64.32,37036,443,0,0,0
andrius,omnitel,cm10.1,10,0,1367005095952,TCP,com.facebook.katana,1,52,80.239.149.80,10.139.202.228,443,57354,0,1,0
andrius,omnitel,cm10.1,10,0,1367005095104,TCP,com.facebook.katana,1,75,80.239.149.80,10.139.202.228,443,57354,0,1,0
andrius,omnitel,cm10.1,10,0,1367005095104,TCP,com.facebook.katana,-1,40,10.139.202.228,80.239.149.80,57354,443,0,0,0
andrius,omnitel,cm10.1,10,0,1367005095104,TCP,com.facebook.katana,1,52,80.239.149.80,10.139.202.228,443,57354,0,1,1
andrius,omnitel,cm10.1,10,0,1367005095104,TCP,com.facebook.katana,-1,40,10.139.202.228,80.239.149.80,57354,443,0,0,0
andrius,omnitel,cm10.1,10,0,1367005095105,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,37036,0,1,0
andrius,omnitel,cm10.1,10,0,1367005095584,TCP,com.facebook.katana,-1,40,10.139.202.228,31.13.64.32,37036,443,0,0,0
andrius,omnitel,cm10.1,10,0,1367005095585,TCP,com.facebook.katana,1,52,80.239.149.80,10.139.202.228,443,57354,0,1,0
andrius,omnitel,cm10.1,10,0,1367005095585,TCP,com.facebook.katana,-1,40,10.139.202.228,80.239.149.80,57354,443,0,0,0
andrius,omnitel,cm10.1,10,0,1367005095585,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,43225,0,1,0
andrius,omnitel,cm10.1,10,0,1367005095585,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,43225,0,1,0
andrius,omnitel,cm10.1,10,0,1367005095585,TCP,com.facebook.katana,1,79,31.13.64.32,10.139.202.228,443,43225,0,1,0
andrius,omnitel,cm10.1,10,0,1367005095586,TCP,com.facebook.katana,-1,40,10.139.202.228,31.13.64.32,43225,443,0,0,0
andrius,omnitel,cm10.1,10,0,1367005095586,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,43225,0,1,1
andrius,omnitel,cm10.1,10,0,1367005095586,TCP,com.facebook.katana,-1,40,10.139.202.228,31.13.64.32,43225,443,0,0,0
andrius,omnitel,cm10.1,10,0,1367005095586,TCP,com.facebook.katana,1,64,80.239.149.80,10.139.202.228,443,57354,0,1,0
andrius,omnitel,cm10.1,10,0,1367005095586,TCP,com.facebook.katana,-1,40,10.139.202.228,80.239.149.80,57354,443,0,0,0
andrius,omnitel,cm10.1,10,0,1367005095587,TCP,com.facebook.katana,1,52,213.155.152.163,10.139.202.228,443,53661,0,1,0
andrius,omnitel,cm10.1,10,0,1367005095587,TCP,com.facebook.katana,1,75,213.155.152.163,10.139.202.228,443,53661,0,1,0
andrius,omnitel,cm10.1,10,0,1367005095587,TCP,com.facebook.katana,-1,40,10.139.202.228,213.155.152.163,53661,443,0,0,0
andrius,omnitel,cm10.1,10,0,1367005095587,TCP,com.facebook.katana,1,52,213.155.152.163,10.139.202.228,443,53661,0,1,1
andrius,omnitel,cm10.1,10,0,1367005095587,TCP,com.facebook.katana,-1,40,10.139.202.228,213.155.152.163,53661,443,0,0,0
andrius,omnitel,cm10.1,10,0,1367005095588,TCP,com.facebook.katana,1,52,213.155.152.163,10.139.202.228,443,53661,0,1,0
andrius,omnitel,cm10.1,10,0,1367005095596,TCP,com.facebook.katana,-1,40,10.139.202.228,213.155.152.163,53661,443,0,0,0
andrius,omnitel,cm10.1,10,0,1367005095596,TCP,com.facebook.katana,1,64,173.194.69.138,10.139.202.228,80,51078,0,1,0
andrius,omnitel,cm10.1,10,0,1367005095596,TCP,com.facebook.katana,1,64,77.67.27.8,10.139.202.228,443,36597,0,1,0
andrius,omnitel,cm10.1,10,0,1367005095596,TCP,com.facebook.katana,-1,40,10.139.202.228,77.67.27.8,36597,443,0,0,0
andrius,omnitel,cm10.1,10,0,1367005095597,TCP,com.facebook.katana,1,64,213.155.152.163,10.139.202.228,443,53661,0,1,0
andrius,omnitel,cm10.1,10,0,1367005095597,TCP,com.facebook.katana,-1,40,10.139.202.228,213.155.152.163,53661,443,0,0,0
andrius,omnitel,cm10.1,10,0,1367005095597,TCP,com.google.android.gms,1,191,173.194.69.188,10.139.202.228,5228,47428,0,1,0
andrius,omnitel,cm10.1,10,0,1367005095597,TCP,com.facebook.katana,1,64,173.194.69.138,10.139.202.228,80,51078,0,1,0
andrius,omnitel,cm10.1,10,0,1367005095597,TCP,com.google.android.gms,-1,52,10.139.202.228,173.194.69.188,47428,5228,0,1,0
andrius,omnitel,cm10.1,10,0,1367005095598,TCP,com.google.android.gms,1,191,173.194.69.188,10.139.202.228,5228,47428,0,1,0
andrius,omnitel,cm10.1,10,0,1367005095598,TCP,com.google.android.gms,-1,52,10.139.202.228,173.194.69.188,47428,5228,0,1,0
andrius,omnitel,cm10.1,10,0,1367005095598,TCP,com.google.android.gms,-1,109,10.139.202.228,173.194.69.188,47428,5228,0,1,0
andrius,omnitel,cm10.1,10,0,1367005095598,TCP,com.google.android.gms,1,52,173.194.69.188,10.139.202.228,5228,47428,0,1,0
andrius,omnitel,cm10.1,10,0,1367005095599,TCP,com.google.android.gms,-1,167,10.139.202.228,173.194.69.188,47428,5228,0,1,0
andrius,omnitel,cm10.1,10,0,1367005096580,TCP,com.google.android.gms,1,52,173.194.69.188,10.139.202.228,5228,47428,0,1,0
andrius,omnitel,cm10.1,10,0,1367005096580,TCP,com.google.android.gms,1,199,173.194.69.188,10.139.202.228,5228,47428,0,1,0
andrius,omnitel,cm10.1,10,0,1367005096581,TCP,com.google.android.gms,-1,52,10.139.202.228,173.194.69.188,47428,5228,0,1,0
andrius,omnitel,cm10.1,10,0,1367005099695,TCP,com.facebook.katana,-1,78,10.139.202.228,69.171.245.80,55307,5228,0,1,0
andrius,omnitel,cm10.1,10,0,1367005099695,TCP,com.facebook.katana,1,52,69.171.245.80,10.139.202.228,5228,55307,0,1,0
andrius,omnitel,cm10.1,10,0,1367005099696,TCP,com.facebook.katana,-1,192,10.139.202.228,69.171.245.80,55307,5228,0,1,0
andrius,omnitel,cm10.1,10,0,1367005099696,TCP,com.facebook.katana,1,52,69.171.245.80,10.139.202.228,5228,55307,0,1,0
andrius,omnitel,cm10.1,13,0,1367005123570,TCP,com.google.android.gms,-1,186,10.139.202.228,173.194.69.188,47428,5228,0,1,0
andrius,omnitel,cm10.1,13,0,1367005123571,TCP,com.accuweather.android,1,54,199.167.177.44,10.139.202.228,1227,51052,0,1,0
andrius,omnitel,cm10.1,13,0,1367005123571,TCP,com.accuweather.android,-1,52,10.139.202.228,199.167.177.44,51052,1227,0,1,0
andrius,omnitel,cm10.1,13,0,1367005123571,TCP,com.google.android.gms,1,52,173.194.69.188,10.139.202.228,5228,47428,0,1,0
andrius,omnitel,cm10.1,18,0,1367005159725,TCP,com.facebook.katana,-1,78,10.139.202.228,69.171.245.80,55307,5228,0,1,0
andrius,omnitel,cm10.1,18,0,1367005161605,TCP,com.facebook.katana,1,145,69.171.245.80,10.139.202.228,5228,55307,0,1,0
andrius,omnitel,cm10.1,18,0,1367005161605,TCP,com.facebook.katana,-1,52,10.139.202.228,69.171.245.80,55307,5228,0,1,0
andrius,omnitel,cm10.1,18,0,1367005161606,TCP,com.facebook.katana,1,145,69.171.245.80,10.139.202.228,5228,55307,0,1,0
andrius,omnitel,cm10.1,18,0,1367005161606,TCP,com.facebook.katana,-1,64,10.139.202.228,69.171.245.80,55307,5228,0,1,0
andrius,omnitel,cm10.1,18,0,1367005161606,TCP,com.facebook.katana,1,52,69.171.245.80,10.139.202.228,5228,55307,0,1,0
andrius,omnitel,cm10.1,18,0,1367005161606,TCP,com.facebook.katana,-1,192,10.139.202.228,69.171.245.80,55307,5228,0,1,0
andrius,omnitel,cm10.1,18,0,1367005161606,TCP,com.facebook.katana,1,52,69.171.245.80,10.139.202.228,5228,55307,0,1,0
andrius,omnitel,cm10.1,22,0,1367005210425,TCP,com.facebook.katana,-1,78,10.139.202.228,69.171.245.80,55307,5228,0,1,0
andrius,omnitel,cm10.1,22,0,1367005210426,TCP,com.facebook.katana,-1,105,10.139.202.228,69.171.245.80,55307,5228,0,1,1
andrius,omnitel,cm10.1,22,0,1367005212460,TCP,com.facebook.katana,1,52,69.171.245.80,10.139.202.228,5228,55307,0,1,0
