USER,OPERATOR,OSVERSION,PROMOTIONID,SCREEN,TIME,PROTOCOL,PACKAGE,DIRECTION,LENGTH,SRC,DST,SRPPORT,DSTPORT,SYN,ACK,FIN
USER,OPERATOR,OSVERSION,PROMOTIONID,SCREEN,TIME,PROTOCOL,PACKAGE,DIRECTION,LENGTH,SRC,DST,SRPPORT,DSTPORT,SYN,ACK,FIN
USER,OPERATOR,OSVERSION,PROMOTIONID,SCREEN,TIME,PROTOCOL,PACKAGE,DIRECTION,LENGTH,SRC,DST,SRPPORT,DSTPORT,SYN,ACK,FIN
USER,OPERATOR,OSVERSION,PROMOTIONID,SCREEN,TIME,PROTOCOL,PACKAGE,DIRECTION,LENGTH,SRC,DST,SRPPORT,DSTPORT,SYN,ACK,FIN
andrius,omnitel,cm10.1,5,1,1367005074562,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,43225,0,1,0
andrius,omnitel,cm10.1,5,1,1367005074562,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,43225,0,1,0
andrius,omnitel,cm10.1,5,1,1367005074564,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,43225,0,1,0
andrius,omnitel,cm10.1,5,1,1367005074564,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,43225,0,1,0
andrius,omnitel,cm10.1,5,1,1367005074564,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,43225,0,1,0
andrius,omnitel,cm10.1,5,1,1367005074564,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,43225,0,1,0
andrius,omnitel,cm10.1,5,1,1367005074653,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,43225,0,1,0
andrius,omnitel,cm10.1,5,1,1367005074653,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,43225,0,1,0
andrius,omnitel,cm10.1,5,1,1367005074653,TCP,com.facebook.katana,1,462,31.13.64.32,10.139.202.228,443,60873,0,1,0
andrius,omnitel,cm10.1,5,1,1367005074653,TCP,com.facebook.katana,1,1360,31.13.64.32,10.139.202.228,443,60873,0,1,0
andrius,omnitel,cm10.1,5,1,1367005074653,TCP,com.facebook.katana,-1,52,10.139.202.228,31.13.64.32,60873,443,0,1,0
andrius,omnitel,cm10.1,5,1,1367005074653,TCP,com.facebook.katana,1,1360,31.13.64.32,10.139.202.228,443,60873,0,1,0
andrius,omnitel,cm10.1,5,1,1367005074670,TCP,com.facebook.katana,1,1153,31.13.64.32,10.139.202.228,443,60873,0,1,0
andrius,omnitel,cm10.1,5,1,1367005074670,TCP,com.facebook.katana,-1,52,10.139.202.228,31.13.64.32,60873,443,0,1,0
andrius,omnitel,cm10.1,5,1,1367005074670,TCP,com.facebook.katana,1,1360,31.13.64.32,10.139.202.228,443,60873,0,1,0
andrius,omnitel,cm10.1,5,1,1367005074670,TCP,com.facebook.katana,1,655,31.13.64.32,10.139.202.228,443,60873,0,1,0
andrius,omnitel,cm10.1,5,1,1367005074670,TCP,com.facebook.katana,-1,52,10.139.202.228,31.13.64.32,60873,443,0,1,0
andrius,omnitel,cm10.1,5,1,1367005074702,TCP,com.facebook.katana,1,526,31.13.64.32,10.139.202.228,443,37036,0,1,0
andrius,omnitel,cm10.1,5,1,1367005074702,TCP,com.facebook.katana,1,1360,31.13.64.32,10.139.202.228,443,37036,0,1,0
andrius,omnitel,cm10.1,5,1,1367005074702,TCP,com.facebook.katana,-1,52,10.139.202.228,31.13.64.32,37036,443,0,1,0
andrius,omnitel,cm10.1,5,1,1367005074702,TCP,com.facebook.katana,1,1360,31.13.64.32,10.139.202.228,443,37036,0,1,0
andrius,omnitel,cm10.1,5,1,1367005074928,TCP,com.facebook.katana,1,1089,31.13.64.32,10.139.202.228,443,37036,0,1,0
andrius,omnitel,cm10.1,5,1,1367005074928,TCP,com.facebook.katana,-1,52,10.139.202.228,31.13.64.32,37036,443,0,1,0
andrius,omnitel,cm10.1,5,1,1367005074928,TCP,com.facebook.katana,1,901,31.13.64.32,10.139.202.228,443,37036,0,1,0
andrius,omnitel,cm10.1,5,1,1367005074928,TCP,com.facebook.katana,1,435,31.13.64.32,10.139.202.228,443,43225,0,1,0
andrius,omnitel,cm10.1,5,1,1367005074928,TCP,com.facebook.katana,1,81,31.13.64.32,10.139.202.228,443,43225,0,1,0
andrius,omnitel,cm10.1,5,1,1367005074928,TCP,com.facebook.katana,-1,52,10.139.202.228,31.13.64.32,43225,443,0,1,0
andrius,omnitel,cm10.1,5,1,1367005074928,TCP,com.facebook.katana,-1,52,10.139.202.228,31.13.64.32,37036,443,0,1,0
andrius,omnitel,cm10.1,5,1,1367005074928,TCP,com.facebook.katana,1,81,69.171.245.80,10.139.202.228,5228,55307,0,1,0
andrius,omnitel,cm10.1,5,1,1367005074928,TCP,com.facebook.katana,-1,52,10.139.202.228,69.171.245.80,55307,5228,0,1,0
andrius,omnitel,cm10.1,5,1,1367005074928,TCP,com.facebook.katana,-1,78,10.139.202.228,69.171.245.80,55307,5228,0,1,0
andrius,omnitel,cm10.1,5,1,1367005074989,TCP,com.facebook.katana,-1,677,10.139.202.228,31.13.64.32,43225,443,0,1,0
andrius,omnitel,cm10.1,5,1,1367005074989,TCP,com.facebook.katana,-1,253,10.139.202.228,31.13.64.32,43225,443,0,1,0
andrius,omnitel,cm10.1,5,1,1367005074989,TCP,com.facebook.katana,-1,243,10.139.202.228,31.13.64.32,43225,443,0,1,0
andrius,omnitel,cm10.1,5,1,1367005074989,TCP,com.facebook.katana,-1,242,10.139.202.228,31.13.64.32,43225,443,0,1,0
andrius,omnitel,cm10.1,5,1,1367005074989,TCP,com.facebook.katana,-1,243,10.139.202.228,31.13.64.32,43225,443,0,1,0
andrius,omnitel,cm10.1,5,1,1367005074989,TCP,com.facebook.katana,-1,239,10.139.202.228,31.13.64.32,43225,443,0,1,0
andrius,omnitel,cm10.1,5,1,1367005074989,TCP,com.facebook.katana,-1,849,10.139.202.228,31.13.64.32,43225,443,0,1,0
andrius,omnitel,cm10.1,5,1,1367005074989,TCP,com.facebook.katana,-1,256,10.139.202.228,31.13.64.32,43225,443,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075183,TCP,com.facebook.katana,-1,267,10.139.202.228,31.13.64.32,43225,443,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075183,TCP,com.facebook.katana,-1,117,10.139.202.228,31.13.64.32,43225,443,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075183,TCP,com.facebook.katana,1,52,69.171.245.80,10.139.202.228,5228,55307,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075183,TCP,com.facebook.katana,-1,1268,10.139.202.228,69.171.245.80,55307,5228,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075183,UDP,root,-1,71,10.139.202.228,194.176.32.163,54728,53,,,
andrius,omnitel,cm10.1,5,1,1367005075183,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,43225,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075183,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,43225,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075183,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,43225,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075183,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,43225,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075183,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,43225,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075183,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,43225,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075183,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,43225,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075183,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,43225,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075183,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,43225,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075183,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,43225,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075183,UDP,root,1,537,194.176.32.163,10.139.202.228,53,54728,,,
andrius,omnitel,cm10.1,5,1,1367005075360,TCP,com.facebook.katana,-1,60,10.139.202.228,80.239.149.80,57354,443,1,0,0
andrius,omnitel,cm10.1,5,1,1367005075360,TCP,com.facebook.katana,1,60,80.239.149.80,10.139.202.228,443,57354,1,1,0
andrius,omnitel,cm10.1,5,1,1367005075360,TCP,com.facebook.katana,-1,52,10.139.202.228,80.239.149.80,57354,443,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075360,TCP,com.facebook.katana,-1,268,10.139.202.228,80.239.149.80,57354,443,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075360,TCP,com.facebook.katana,1,435,31.13.64.32,10.139.202.228,443,43225,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075360,TCP,com.facebook.katana,1,81,31.13.64.32,10.139.202.228,443,43225,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075360,TCP,com.facebook.katana,-1,52,10.139.202.228,31.13.64.32,43225,443,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075360,TCP,com.facebook.katana,1,52,80.239.149.80,10.139.202.228,443,57354,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075360,TCP,com.facebook.katana,1,1048,80.239.149.80,10.139.202.228,443,57354,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075360,TCP,com.facebook.katana,-1,52,10.139.202.228,80.239.149.80,57354,443,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075360,TCP,com.facebook.katana,1,52,69.171.245.80,10.139.202.228,5228,55307,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075360,TCP,com.facebook.katana,-1,234,10.139.202.228,80.239.149.80,57354,443,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075360,TCP,com.facebook.katana,1,91,69.171.245.80,10.139.202.228,5228,55307,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075360,TCP,com.facebook.katana,-1,52,10.139.202.228,69.171.245.80,55307,5228,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075360,TCP,com.facebook.katana,1,95,80.239.149.80,10.139.202.228,443,57354,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075427,TCP,com.facebook.katana,-1,465,10.139.202.228,80.239.149.80,57354,443,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075427,TCP,com.facebook.katana,-1,685,10.139.202.228,31.13.64.32,43225,443,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075427,TCP,com.facebook.katana,-1,257,10.139.202.228,31.13.64.32,43225,443,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075427,TCP,com.facebook.katana,-1,247,10.139.202.228,31.13.64.32,43225,443,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075427,TCP,com.facebook.katana,-1,246,10.139.202.228,31.13.64.32,43225,443,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075427,TCP,com.facebook.katana,-1,247,10.139.202.228,31.13.64.32,43225,443,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075427,TCP,com.facebook.katana,-1,243,10.139.202.228,31.13.64.32,43225,443,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075432,TCP,com.facebook.katana,-1,1360,10.139.202.228,31.13.64.32,43225,443,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075432,TCP,com.facebook.katana,-1,417,10.139.202.228,31.13.64.32,43225,443,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075432,TCP,com.facebook.katana,-1,260,10.139.202.228,31.13.64.32,43225,443,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075433,TCP,com.facebook.katana,-1,271,10.139.202.228,31.13.64.32,43225,443,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075433,TCP,com.facebook.katana,-1,121,10.139.202.228,31.13.64.32,43225,443,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075682,TCP,com.facebook.katana,1,1070,80.239.149.80,10.139.202.228,443,57354,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075682,UDP,root,-1,74,10.139.202.228,194.176.32.163,8609,53,,,
andrius,omnitel,cm10.1,5,1,1367005075682,TCP,com.facebook.katana,-1,52,10.139.202.228,80.239.149.80,57354,443,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075682,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,43225,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075683,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,43225,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075683,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,43225,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075683,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,43225,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075683,UDP,root,1,527,194.176.32.163,10.139.202.228,53,8609,,,
andrius,omnitel,cm10.1,5,1,1367005075683,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,43225,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075683,TCP,com.facebook.katana,-1,60,10.139.202.228,213.155.152.163,53661,443,1,0,0
andrius,omnitel,cm10.1,5,1,1367005075683,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,43225,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075683,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,43225,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075683,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,43225,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075683,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,43225,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075684,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,43225,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075684,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,43225,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075684,TCP,com.facebook.katana,1,60,213.155.152.163,10.139.202.228,443,53661,1,1,0
andrius,omnitel,cm10.1,5,1,1367005075684,TCP,com.facebook.katana,-1,52,10.139.202.228,213.155.152.163,53661,443,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075684,TCP,com.facebook.katana,-1,268,10.139.202.228,213.155.152.163,53661,443,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075886,TCP,com.facebook.katana,1,52,213.155.152.163,10.139.202.228,443,53661,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075886,TCP,com.facebook.katana,1,1048,213.155.152.163,10.139.202.228,443,53661,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075886,TCP,com.facebook.katana,-1,52,10.139.202.228,213.155.152.163,53661,443,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075886,TCP,com.facebook.katana,1,81,31.13.64.32,10.139.202.228,443,43225,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075886,TCP,com.facebook.katana,-1,64,10.139.202.228,31.13.64.32,43225,443,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075886,TCP,com.facebook.katana,1,435,31.13.64.32,10.139.202.228,443,43225,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075886,TCP,com.facebook.katana,-1,52,10.139.202.228,31.13.64.32,43225,443,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075886,TCP,com.facebook.katana,-1,234,10.139.202.228,213.155.152.163,53661,443,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075887,TCP,com.facebook.katana,1,95,213.155.152.163,10.139.202.228,443,53661,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075887,TCP,com.facebook.katana,-1,52,10.139.202.228,213.155.152.163,53661,443,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075887,TCP,com.facebook.katana,1,491,69.171.245.80,10.139.202.228,5228,55307,0,1,0
andrius,omnitel,cm10.1,5,1,1367005075887,TCP,com.facebook.katana,-1,52,10.139.202.228,69.171.245.80,55307,5228,0,1,0
andrius,omnitel,cm10.1,5,1,1367005076413,TCP,com.facebook.katana,-1,412,10.139.202.228,213.155.152.163,53661,443,0,1,0
andrius,omnitel,cm10.1,5,1,1367005076414,TCP,com.facebook.katana,1,52,213.155.152.163,10.139.202.228,443,53661,0,1,0
andrius,omnitel,cm10.1,5,1,1367005076414,TCP,com.facebook.katana,1,1360,213.155.152.163,10.139.202.228,443,53661,0,1,0
andrius,omnitel,cm10.1,5,1,1367005076414,TCP,com.facebook.katana,1,714,213.155.152.163,10.139.202.228,443,53661,0,1,0
andrius,omnitel,cm10.1,5,1,1367005076414,TCP,com.facebook.katana,-1,52,10.139.202.228,213.155.152.163,53661,443,0,1,0
andrius,omnitel,cm10.1,5,1,1367005076415,TCP,com.facebook.katana,-1,487,10.139.202.228,80.239.149.80,57354,443,0,1,0
andrius,omnitel,cm10.1,5,1,1367005076423,TCP,com.facebook.katana,1,1360,80.239.149.80,10.139.202.228,443,57354,0,1,0
andrius,omnitel,cm10.1,5,1,1367005076423,TCP,com.facebook.katana,-1,52,10.139.202.228,80.239.149.80,57354,443,0,1,0
andrius,omnitel,cm10.1,5,1,1367005076424,TCP,com.facebook.katana,1,1360,80.239.149.80,10.139.202.228,443,57354,0,1,0
andrius,omnitel,cm10.1,5,1,1367005076424,TCP,com.facebook.katana,-1,52,10.139.202.228,80.239.149.80,57354,443,0,1,0
andrius,omnitel,cm10.1,5,1,1367005076433,TCP,com.facebook.katana,1,1360,80.239.149.80,10.139.202.228,443,57354,0,1,0
andrius,omnitel,cm10.1,5,1,1367005076434,TCP,com.facebook.katana,-1,52,10.139.202.228,80.239.149.80,57354,443,0,1,0
andrius,omnitel,cm10.1,5,1,1367005076434,TCP,com.facebook.katana,1,1360,80.239.149.80,10.139.202.228,443,57354,0,1,0
andrius,omnitel,cm10.1,5,1,1367005076434,TCP,com.facebook.katana,-1,52,10.139.202.228,80.239.149.80,57354,443,0,1,0
andrius,omnitel,cm10.1,5,1,1367005076444,TCP,com.facebook.katana,1,1360,80.239.149.80,10.139.202.228,443,57354,0,1,0
andrius,omnitel,cm10.1,5,1,1367005076444,TCP,com.facebook.katana,-1,52,10.139.202.228,80.239.149.80,57354,443,0,1,0
andrius,omnitel,cm10.1,5,1,1367005076444,TCP,com.facebook.katana,1,1360,80.239.149.80,10.139.202.228,443,57354,0,1,0
andrius,omnitel,cm10.1,5,1,1367005076444,TCP,com.facebook.katana,-1,52,10.139.202.228,80.239.149.80,57354,443,0,1,0
andrius,omnitel,cm10.1,5,1,1367005076672,TCP,com.facebook.katana,1,1360,80.239.149.80,10.139.202.228,443,57354,0,1,0
andrius,omnitel,cm10.1,5,1,1367005076672,TCP,com.facebook.katana,-1,52,10.139.202.228,80.239.149.80,57354,443,0,1,0
andrius,omnitel,cm10.1,5,1,1367005076672,TCP,com.facebook.katana,1,1190,80.239.149.80,10.139.202.228,443,57354,0,1,0
andrius,omnitel,cm10.1,5,1,1367005076672,TCP,com.facebook.katana,-1,52,10.139.202.228,80.239.149.80,57354,443,0,1,0
andrius,omnitel,cm10.1,5,1,1367005076672,UDP,root,-1,61,10.139.202.228,194.176.32.163,13295,53,,,
andrius,omnitel,cm10.1,5,1,1367005076672,UDP,root,1,314,194.176.32.163,10.139.202.228,53,13295,,,
andrius,omnitel,cm10.1,5,1,1367005076672,TCP,com.facebook.katana,-1,60,10.139.202.228,173.194.69.138,51078,80,1,0,0
andrius,omnitel,cm10.1,5,1,1367005076672,TCP,com.facebook.katana,1,60,173.194.69.138,10.139.202.228,80,51078,1,1,0
andrius,omnitel,cm10.1,5,1,1367005076672,TCP,com.facebook.katana,-1,52,10.139.202.228,173.194.69.138,51078,80,0,1,0
andrius,omnitel,cm10.1,5,1,1367005076893,TCP,com.facebook.katana,-1,403,10.139.202.228,173.194.69.138,51078,80,0,1,0
andrius,omnitel,cm10.1,5,1,1367005076894,TCP,com.facebook.katana,1,52,173.194.69.138,10.139.202.228,80,51078,0,1,0
andrius,omnitel,cm10.1,5,1,1367005076894,TCP,com.facebook.katana,1,1360,173.194.69.138,10.139.202.228,80,51078,0,1,0
andrius,omnitel,cm10.1,5,1,1367005076894,TCP,com.facebook.katana,1,1360,173.194.69.138,10.139.202.228,80,51078,0,1,0
andrius,omnitel,cm10.1,5,1,1367005076894,TCP,com.facebook.katana,-1,52,10.139.202.228,173.194.69.138,51078,80,0,1,0
andrius,omnitel,cm10.1,5,1,1367005076894,TCP,com.facebook.katana,-1,52,10.139.202.228,173.194.69.138,51078,80,0,1,0
andrius,omnitel,cm10.1,5,1,1367005076903,TCP,com.facebook.katana,1,1360,173.194.69.138,10.139.202.228,80,51078,0,1,0
andrius,omnitel,cm10.1,5,1,1367005076903,TCP,com.facebook.katana,-1,52,10.139.202.228,173.194.69.138,51078,80,0,1,0
andrius,omnitel,cm10.1,5,1,1367005076903,TCP,com.facebook.katana,1,1360,173.194.69.138,10.139.202.228,80,51078,0,1,0
andrius,omnitel,cm10.1,5,1,1367005076903,TCP,com.facebook.katana,-1,52,10.139.202.228,173.194.69.138,51078,80,0,1,0
andrius,omnitel,cm10.1,5,1,1367005076913,TCP,com.facebook.katana,1,1360,173.194.69.138,10.139.202.228,80,51078,0,1,0
andrius,omnitel,cm10.1,5,1,1367005076913,TCP,com.facebook.katana,1,1360,173.194.69.138,10.139.202.228,80,51078,0,1,0
andrius,omnitel,cm10.1,5,1,1367005076913,TCP,com.facebook.katana,-1,52,10.139.202.228,173.194.69.138,51078,80,0,1,0
andrius,omnitel,cm10.1,5,1,1367005076913,TCP,com.facebook.katana,-1,52,10.139.202.228,173.194.69.138,51078,80,0,1,0
andrius,omnitel,cm10.1,5,1,1367005076923,TCP,com.facebook.katana,1,1360,173.194.69.138,10.139.202.228,80,51078,0,1,0
andrius,omnitel,cm10.1,5,1,1367005076923,TCP,com.facebook.katana,-1,52,10.139.202.228,173.194.69.138,51078,80,0,1,0
andrius,omnitel,cm10.1,5,1,1367005076925,TCP,com.facebook.katana,1,1360,173.194.69.138,10.139.202.228,80,51078,0,1,0
andrius,omnitel,cm10.1,5,1,1367005076983,TCP,com.facebook.katana,1,1360,173.194.69.138,10.139.202.228,80,51078,0,1,0
andrius,omnitel,cm10.1,5,1,1367005076983,TCP,com.facebook.katana,-1,52,10.139.202.228,173.194.69.138,51078,80,0,1,0
andrius,omnitel,cm10.1,5,1,1367005076983,TCP,com.facebook.katana,-1,52,10.139.202.228,173.194.69.138,51078,80,0,1,0
andrius,omnitel,cm10.1,5,1,1367005076983,TCP,com.facebook.katana,1,1360,173.194.69.138,10.139.202.228,80,51078,0,1,0
andrius,omnitel,cm10.1,5,1,1367005076983,TCP,com.facebook.katana,-1,52,10.139.202.228,173.194.69.138,51078,80,0,1,0
andrius,omnitel,cm10.1,5,1,1367005076983,TCP,com.facebook.katana,1,1360,173.194.69.138,10.139.202.228,80,51078,0,1,0
andrius,omnitel,cm10.1,5,1,1367005076983,TCP,com.facebook.katana,1,1360,173.194.69.138,10.139.202.228,80,51078,0,1,0
andrius,omnitel,cm10.1,5,1,1367005076992,TCP,com.facebook.katana,1,1360,173.194.69.138,10.139.202.228,80,51078,0,1,0
andrius,omnitel,cm10.1,5,1,1367005076992,TCP,com.facebook.katana,1,1360,173.194.69.138,10.139.202.228,80,51078,0,1,0
andrius,omnitel,cm10.1,5,1,1367005076992,TCP,com.facebook.katana,-1,52,10.139.202.228,173.194.69.138,51078,80,0,1,0
andrius,omnitel,cm10.1,5,1,1367005076992,TCP,com.facebook.katana,-1,52,10.139.202.228,173.194.69.138,51078,80,0,1,0
andrius,omnitel,cm10.1,5,1,1367005076992,TCP,com.facebook.katana,-1,52,10.139.202.228,173.194.69.138,51078,80,0,1,0
andrius,omnitel,cm10.1,5,1,1367005076992,TCP,com.facebook.katana,-1,52,10.139.202.228,173.194.69.138,51078,80,0,1,0
andrius,omnitel,cm10.1,5,1,1367005077990,TCP,com.facebook.katana,1,1360,173.194.69.138,10.139.202.228,80,51078,0,1,0
andrius,omnitel,cm10.1,5,1,1367005077990,TCP,com.facebook.katana,-1,52,10.139.202.228,173.194.69.138,51078,80,0,1,0
andrius,omnitel,cm10.1,5,1,1367005077990,TCP,com.facebook.katana,1,1360,173.194.69.138,10.139.202.228,80,51078,0,1,0
andrius,omnitel,cm10.1,5,1,1367005077991,TCP,com.facebook.katana,1,302,173.194.69.138,10.139.202.228,80,51078,0,1,0
andrius,omnitel,cm10.1,5,1,1367005077991,TCP,com.facebook.katana,-1,52,10.139.202.228,173.194.69.138,51078,80,0,1,0
andrius,omnitel,cm10.1,5,1,1367005077991,TCP,com.facebook.katana,-1,52,10.139.202.228,173.194.69.138,51078,80,0,1,0
andrius,omnitel,cm10.1,5,1,1367005077991,TCP,com.facebook.katana,1,52,173.194.69.138,10.139.202.228,80,51078,0,1,0
andrius,omnitel,cm10.1,8,1,1367005082169,TCP,com.facebook.katana,-1,78,10.139.202.228,69.171.245.80,55307,5228,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083144,UDP,root,-1,76,10.139.202.228,194.176.32.163,39740,53,,,
andrius,omnitel,cm10.1,8,1,1367005083145,TCP,com.facebook.katana,-1,414,10.139.202.228,213.155.152.163,53661,443,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083145,TCP,com.facebook.katana,-1,473,10.139.202.228,80.239.149.80,57354,443,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083145,UDP,root,1,533,194.176.32.163,10.139.202.228,53,39740,,,
andrius,omnitel,cm10.1,8,1,1367005083145,TCP,com.facebook.katana,-1,60,10.139.202.228,77.67.27.8,36597,443,1,0,0
andrius,omnitel,cm10.1,8,1,1367005083146,TCP,com.facebook.katana,1,52,69.171.245.80,10.139.202.228,5228,55307,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083146,TCP,com.facebook.katana,-1,191,10.139.202.228,69.171.245.80,55307,5228,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083146,TCP,com.facebook.katana,1,52,213.155.152.163,10.139.202.228,443,53661,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083146,TCP,com.facebook.katana,1,60,77.67.27.8,10.139.202.228,443,36597,1,1,0
andrius,omnitel,cm10.1,8,1,1367005083146,TCP,com.facebook.katana,-1,52,10.139.202.228,77.67.27.8,36597,443,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083147,TCP,com.facebook.katana,-1,236,10.139.202.228,77.67.27.8,36597,443,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083147,TCP,com.facebook.katana,1,52,80.239.149.80,10.139.202.228,443,57354,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083147,TCP,com.facebook.katana,1,52,77.67.27.8,10.139.202.228,443,36597,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083261,TCP,com.facebook.katana,1,1048,77.67.27.8,10.139.202.228,443,36597,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083261,TCP,com.facebook.katana,-1,52,10.139.202.228,77.67.27.8,36597,443,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083262,TCP,com.facebook.katana,1,1360,213.155.152.163,10.139.202.228,443,53661,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083262,TCP,com.facebook.katana,1,762,213.155.152.163,10.139.202.228,443,53661,0,1,0
andrius,omnitel,cm10.1,8,1,1367005083262,TCP,com.facebook.katana,-1,52,10.139.202.228,213.155.152.163,53661,443,0,1,0
